session_id,session_length,num_clicks,category_diversity,total_spent,bounce,click_sequence,exit_page,converted
15122,2,2,1,71,0,"[1, 1]",1,0
15123,2,2,1,81,0,"[1, 1]",1,0
15124,7,6,2,269,0,"[1, 1, 1, 1, 1, 2]",2,1
15125,2,2,1,76,0,"[1, 1]",1,0
15126,17,12,3,503,0,"[2, 3, 2, 3, 3, 4, 2, 2, 4, 3, 3, 4]",4,1
15127,2,2,1,90,0,"[1, 1]",1,0
15128,2,2,2,51,0,"[1, 4]",4,1
15129,6,5,1,218,0,"[2, 2, 2, 2, 2]",2,1
15130,1,1,1,33,1,[3],3,0
15131,3,1,1,28,1,[1],1,0
15132,9,9,2,481,0,"[3, 3, 3, 2, 2, 2, 2, 2, 3]",3,1
15133,3,3,2,89,0,"[4, 3, 4]",4,1
15134,3,3,1,124,0,"[4, 4, 4]",4,1
15135,1,1,1,38,1,[4],4,0
15136,7,6,3,260,0,"[1, 1, 4, 1, 3, 4]",4,1
15137,7,6,2,243,0,"[3, 3, 4, 3, 4, 4]",3,1
15138,4,4,2,157,0,"[3, 2, 2, 3]",2,1
15139,1,1,1,28,1,[1],1,0
15140,1,1,1,38,1,[1],1,0
15141,15,12,4,496,0,"[4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 2]",2,1
15142,4,2,1,114,0,"[2, 2]",2,1
15143,1,1,1,28,1,[1],1,0
15144,1,1,1,48,1,[3],3,0
15145,2,2,1,119,0,"[2, 2]",2,1
15146,1,1,1,52,1,[2],2,0
15147,1,1,1,67,1,[2],2,0
15149,10,5,2,239,0,"[2, 2, 3, 3, 2]",3,1
15150,4,3,2,133,0,"[1, 2, 2]",2,1
15151,17,13,4,536,0,"[3, 3, 3, 3, 1, 3, 3, 2, 4, 3, 2, 1, 2]",3,1
15152,14,9,4,401,0,"[3, 2, 3, 4, 2, 3, 4, 4, 1]",4,1
15153,8,6,3,266,0,"[1, 2, 3, 2, 1, 1]",1,0
15154,24,19,2,937,0,"[2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1]",2,1
15155,3,2,2,100,0,"[3, 2]",3,1
15157,2,2,1,95,0,"[1, 1]",1,0
15158,3,2,2,71,0,"[3, 4]",4,1
15159,5,4,1,167,0,"[3, 3, 3, 3]",3,1
15160,1,1,1,43,1,[1],1,0
15161,3,3,1,94,0,"[4, 4, 4]",4,1
15162,11,9,3,389,0,"[2, 1, 3, 2, 1, 3, 1, 2, 3]",3,1
15163,12,9,3,427,0,"[1, 1, 2, 1, 2, 1, 1, 4, 4]",4,1
15164,5,4,2,166,0,"[4, 4, 4, 1]",4,1
15165,43,33,4,1347,0,"[4, 3, 4, 3, 3, 4, 4, 1, 3, 3, 4, 3, 1, 1, 1, 4, 4, 2, 3, 4, 1, 1, 4, 4, 1, 1, 4, 2, 3, 3, 3, 1, 3]",3,1
15166,8,8,1,420,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0
15167,15,11,4,522,0,"[3, 2, 4, 3, 3, 2, 2, 3, 3, 1, 3]",1,0
15168,1,1,1,48,1,[2],2,0
15169,4,3,1,147,0,"[2, 2, 2]",2,1
15170,15,15,2,685,0,"[4, 2, 4, 2, 4, 4, 2, 2, 2, 2, 4, 2, 2, 4, 2]",2,1
15171,7,5,2,233,0,"[1, 1, 1, 2, 1]",2,1
15172,3,3,2,155,0,"[2, 2, 1]",2,1
15173,1,1,1,38,1,[1],1,0
15174,22,15,3,706,0,"[4, 4, 1, 4, 1, 1, 1, 4, 1, 3, 1, 3, 4, 4, 4]",4,1
15175,1,1,1,62,1,[2],2,0
15176,14,8,1,309,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0
15177,4,3,2,109,0,"[4, 4, 2]",4,1
15178,1,1,1,48,1,[3],3,0
15179,2,2,1,81,0,"[4, 4]",4,1
15180,1,1,1,43,1,[2],2,0
15181,3,2,1,104,0,"[2, 2]",2,1
15182,5,4,2,171,0,"[2, 4, 4, 2]",4,1
15183,2,2,1,71,0,"[4, 4]",4,1
15184,5,4,1,171,0,"[2, 2, 2, 2]",2,1
15185,2,2,1,61,0,"[1, 1]",1,0
15186,1,1,1,38,1,[1],1,0
15187,4,4,1,223,0,"[2, 2, 2, 2]",2,1
15188,1,1,1,43,1,[1],1,0
15189,6,6,2,217,0,"[3, 3, 1, 3, 3, 3]",3,1
15190,27,23,3,1054,0,"[3, 3, 3, 3, 3, 3, 1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 1, 3, 2, 1, 1]",3,1
15191,11,10,2,402,0,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]",3,1
15192,1,1,1,38,1,[2],2,0
15193,3,3,1,138,0,"[1, 1, 1]",1,0
15194,2,2,1,122,0,"[1, 1]",1,0
15195,6,5,3,221,0,"[2, 3, 1, 3, 3]",2,1
15196,2,2,1,100,0,"[2, 2]",2,1
15197,2,2,1,100,0,"[1, 1]",1,0
15198,34,25,2,1188,0,"[1, 1, 4, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1]",1,0
15199,4,2,2,100,0,"[1, 2]",2,1
15200,6,5,1,195,0,"[3, 3, 3, 3, 3]",3,1
15201,1,1,1,38,1,[1],1,0
15202,1,1,1,43,1,[1],1,0
15203,2,2,1,90,0,"[1, 1]",1,0
15204,1,1,1,57,1,[2],2,0
15205,7,5,2,231,0,"[1, 1, 3, 3, 3]",3,1
15206,1,1,1,52,1,[2],2,0
15207,2,2,1,105,0,"[1, 1]",1,0
15208,6,5,4,238,0,"[2, 3, 4, 1, 4]",4,1
15209,3,3,2,99,0,"[4, 3, 3]",3,1
15210,1,1,1,43,1,[1],1,0
15211,3,1,1,38,1,[2],2,0
15212,13,12,3,481,0,"[1, 4, 1, 4, 1, 3, 3, 1, 3, 3, 4, 1]",4,1
15213,5,4,1,185,0,"[2, 2, 2, 2]",2,1
15214,7,6,1,272,0,"[3, 3, 3, 3, 3, 3]",3,1
15215,7,5,4,160,0,"[1, 4, 2, 3, 1]",4,1
15216,4,4,1,215,0,"[1, 1, 1, 1]",1,0
15217,11,10,1,555,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
15218,6,5,1,257,0,"[2, 2, 2, 2, 2]",2,1
15219,30,23,2,1074,0,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1]",1,0
15220,1,1,1,48,1,[3],3,0
15221,13,11,2,392,0,"[3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3]",3,1
15222,1,1,1,33,1,[3],3,0
15223,21,15,2,565,0,"[3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3]",4,1
15224,2,2,1,144,0,"[1, 1]",1,0
15225,3,2,2,71,0,"[4, 1]",1,0
15226,2,2,1,96,0,"[3, 3]",3,1
15227,2,2,1,95,0,"[2, 2]",2,1
15228,1,1,1,38,1,[1],1,0
15229,1,1,1,38,1,[2],2,0
15230,8,7,2,300,0,"[2, 2, 1, 1, 1, 1, 2]",1,0
15231,8,7,2,310,0,"[4, 4, 1, 1, 1, 1, 4]",4,1
15232,1,1,1,57,1,[2],2,0
15233,2,2,1,108,0,"[4, 4]",4,1
15234,1,1,1,60,1,[1],1,0
15235,5,4,3,190,0,"[2, 4, 1, 1]",4,1
15236,9,7,3,265,0,"[4, 2, 2, 4, 1, 1, 4]",4,1
15237,4,4,1,186,0,"[1, 1, 1, 1]",1,0
15238,21,18,3,736,0,"[3, 3, 3, 3, 4, 3, 3, 3, 1, 4, 3, 1, 4, 4, 1, 1, 4, 3]",1,0
15239,1,1,1,38,1,[2],2,0
15240,6,6,2,295,0,"[3, 2, 2, 3, 2, 2]",2,1
15241,2,1,1,48,1,[3],3,0
15242,5,4,1,166,0,"[1, 1, 1, 1]",1,0
15243,9,6,2,227,0,"[1, 4, 1, 4, 1, 4]",4,1
15244,1,1,1,38,1,[2],2,0
15245,3,3,2,132,0,"[3, 2, 2]",3,1
15246,2,2,1,100,0,"[1, 1]",1,0
15247,3,3,2,134,0,"[1, 3, 1]",3,1
15248,8,6,2,247,0,"[2, 4, 2, 2, 4, 2]",4,1
15249,2,1,1,48,1,[3],3,0
15250,6,6,3,238,0,"[4, 4, 1, 3, 1, 1]",4,1
15251,19,17,3,792,0,"[1, 3, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2]",2,1
15252,2,1,1,33,1,[2],2,0
15253,7,6,2,291,0,"[1, 3, 1, 1, 3, 1]",3,1
15254,1,1,1,43,1,[1],1,0
15255,17,12,3,572,0,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 4, 2, 2]",4,1
15256,2,2,1,129,0,"[2, 2]",2,1
15257,1,1,1,67,1,[2],2,0
15258,2,2,1,61,0,"[4, 4]",4,1
15259,16,12,4,466,0,"[4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 2, 3]",4,1
15260,18,14,3,660,0,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",3,1
15261,7,5,3,214,0,"[3, 1, 1, 2, 1]",3,1
15262,26,20,3,748,0,"[3, 3, 4, 2, 4, 2, 4, 2, 3, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 3]",2,1
15263,2,2,1,100,0,"[2, 2]",2,1
15264,13,11,3,478,0,"[1, 3, 3, 3, 1, 3, 3, 2, 1, 1, 1]",3,1
15265,15,13,3,505,0,"[4, 3, 1, 1, 4, 4, 3, 3, 1, 4, 4, 3, 1]",4,1
15266,22,18,4,769,0,"[1, 1, 3, 4, 2, 4, 1, 1, 3, 4, 4, 4, 1, 4, 2, 4, 3, 1]",3,1
15267,7,6,1,257,0,"[1, 1, 1, 1, 1, 1]",1,0
15268,1,1,1,38,1,[2],2,0
15269,5,4,2,151,0,"[4, 2, 4, 4]",4,1
15270,9,6,2,267,0,"[1, 1, 1, 3, 1, 3]",1,0
15271,15,11,3,380,0,"[2, 1, 4, 4, 1, 4, 1, 4, 4, 4, 4]",2,1
15272,1,1,1,57,1,[2],2,0
15273,2,2,1,104,0,"[2, 2]",2,1
15274,2,2,2,80,0,"[1, 2]",1,0
15276,1,1,1,43,1,[3],3,0
15277,11,10,2,439,0,"[3, 1, 1, 1, 3, 1, 1, 3, 1, 3]",1,0
15278,2,1,1,67,1,[2],2,0
15279,2,2,1,71,0,"[1, 1]",1,0
15280,13,12,2,455,0,"[4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 4, 4]",4,1
15281,2,2,1,61,0,"[1, 1]",1,0
15282,5,4,2,161,0,"[3, 1, 3, 3]",1,0
15283,4,3,3,148,0,"[3, 1, 2]",3,1
15284,5,4,1,210,0,"[1, 1, 1, 1]",1,0
15285,13,11,2,470,0,"[1, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1]",1,0
15286,4,3,1,186,0,"[2, 2, 2]",2,1
15287,6,5,2,193,0,"[3, 4, 3, 3, 3]",4,1
15288,3,3,2,104,0,"[1, 1, 3]",3,1
15289,18,16,4,623,0,"[1, 1, 3, 2, 3, 4, 2, 3, 1, 1, 1, 3, 1, 1, 3, 1]",4,1
15290,3,3,2,123,0,"[1, 4, 4]",4,1
15291,7,6,2,253,0,"[3, 1, 3, 3, 1, 3]",1,0
15292,3,3,1,94,0,"[4, 4, 4]",4,1
15293,7,7,3,309,0,"[1, 3, 2, 3, 3, 2, 1]",1,0
15294,2,2,1,76,0,"[4, 4]",4,1
15295,6,6,2,266,0,"[2, 2, 1, 1, 1, 1]",1,0
15296,1,1,1,33,1,[1],1,0
15297,3,3,2,128,0,"[2, 1, 2]",2,1
15298,4,3,1,114,0,"[3, 3, 3]",3,1
15299,38,34,4,1437,0,"[3, 2, 1, 3, 4, 1, 2, 4, 3, 3, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 3, 1, 1, 1, 1, 4, 3, 4, 3, 2, 2, 1]",4,1
15300,1,1,1,48,1,[2],2,0
15301,4,4,2,147,0,"[3, 3, 4, 4]",3,1
15302,2,2,1,114,0,"[2, 2]",2,1
15303,11,8,2,274,0,"[4, 1, 4, 4, 1, 1, 1, 4]",1,0
15304,1,1,1,43,1,[4],4,0
15305,6,3,2,99,0,"[4, 3, 3]",4,1
15306,2,2,2,90,0,"[2, 3]",3,1
15308,5,4,3,195,0,"[1, 1, 3, 2]",3,1
15309,2,2,1,124,0,"[1, 1]",1,0
15310,2,2,2,91,0,"[4, 3]",4,1
15311,11,9,3,391,0,"[4, 3, 4, 4, 2, 4, 2, 2, 4]",3,1
15312,25,21,3,874,0,"[3, 1, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 2, 3, 1, 2, 1, 2]",2,1
15314,8,7,2,286,0,"[1, 3, 3, 3, 3, 1, 1]",1,0
15316,4,4,1,213,0,"[2, 2, 2, 2]",2,1
15317,16,13,3,532,0,"[3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3]",3,1
15318,1,1,1,38,1,[1],1,0
15319,3,2,1,76,0,"[1, 1]",1,0
15320,3,3,2,155,0,"[1, 1, 2]",2,1
15321,5,4,1,131,0,"[3, 3, 3, 3]",3,1
15322,2,2,2,110,0,"[1, 3]",3,1
15323,18,16,2,804,0,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
15324,1,1,1,62,1,[1],1,0
15325,7,6,3,220,0,"[1, 3, 2, 3, 1, 1]",1,0
15326,13,11,2,447,0,"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,1
15327,13,11,4,485,0,"[3, 2, 1, 3, 4, 1, 3, 1, 3, 1, 2]",4,1
15328,8,7,1,337,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
15329,14,12,2,397,0,"[4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3]",3,1
15330,7,4,2,157,0,"[1, 4, 1, 1]",1,0
15331,2,2,1,125,0,"[1, 1]",1,0
15332,1,1,1,38,1,[4],4,0
15334,3,3,1,89,0,"[4, 4, 4]",4,1
15335,3,3,2,99,0,"[2, 4, 4]",4,1
15336,8,6,2,266,0,"[2, 2, 3, 2, 2, 3]",3,1
15337,6,5,2,287,0,"[2, 2, 2, 2, 1]",2,1
15338,3,3,2,142,0,"[3, 2, 3]",3,1
15339,7,5,3,175,0,"[4, 1, 1, 3, 4]",1,0
15340,2,1,1,57,1,[3],3,0
15341,18,16,4,705,0,"[1, 4, 4, 2, 2, 3, 1, 4, 2, 4, 4, 3, 3, 4, 1, 4]",4,1
15342,12,8,3,381,0,"[3, 1, 1, 3, 1, 2, 1, 1]",2,1
15343,2,1,1,62,1,[1],1,0
15344,2,1,1,57,1,[2],2,0
15345,4,4,1,142,0,"[3, 3, 3, 3]",3,1
15346,1,1,1,62,1,[1],1,0
15347,8,5,4,243,0,"[3, 3, 2, 1, 4]",4,1
15348,9,7,4,374,0,"[2, 1, 3, 3, 4, 1, 3]",1,0
15349,4,2,2,76,0,"[3, 1]",3,1
15350,9,8,1,319,0,"[4, 4, 4, 4, 4, 4, 4, 4]",4,1
15351,8,5,1,256,0,"[2, 2, 2, 2, 2]",2,1
15352,5,4,3,151,0,"[1, 3, 2, 3]",3,1
15353,2,2,1,105,0,"[1, 1]",1,0
15355,1,1,1,43,1,[1],1,0
15356,2,2,1,95,0,"[2, 2]",2,1
15357,3,2,2,86,0,"[3, 4]",4,1
15358,3,3,2,158,0,"[3, 2, 2]",2,1
15359,2,1,1,57,1,[2],2,0
15360,4,4,1,181,0,"[1, 1, 1, 1]",1,0
15361,2,2,2,114,0,"[1, 3]",3,1
15362,36,30,4,1255,0,"[4, 4, 4, 4, 1, 1, 2, 2, 4, 4, 1, 2, 2, 4, 2, 4, 3, 4, 1, 4, 1, 4, 1, 2, 4, 2, 2, 1, 4, 2]",2,1
15363,12,11,3,513,0,"[1, 1, 4, 4, 1, 3, 4, 1, 1, 1, 4]",4,1
15364,1,1,1,33,1,[1],1,0
15365,1,1,1,62,1,[1],1,0
15366,4,1,1,72,1,[1],1,0
15367,4,4,2,132,0,"[4, 4, 4, 3]",4,1
15368,1,1,1,23,1,[4],4,0
15369,15,13,3,552,0,"[3, 1, 4, 3, 1, 1, 3, 4, 3, 4, 1, 4, 4]",1,0
15370,21,17,3,632,0,"[3, 3, 3, 1, 1, 1, 1, 4, 3, 4, 3, 1, 3, 3, 3, 3, 1]",4,1
15371,23,19,3,854,0,"[4, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 2, 2, 4, 2, 3, 3, 3]",3,1
15372,1,1,1,62,1,[1],1,0
15373,4,4,2,147,0,"[3, 1, 1, 1]",3,1
15374,1,1,1,28,1,[3],3,0
15375,12,9,3,401,0,"[1, 3, 2, 1, 1, 2, 3, 3, 2]",2,1
15376,1,1,1,33,1,[4],4,0
15377,8,7,3,320,0,"[1, 3, 1, 3, 3, 4, 1]",3,1
15378,1,1,1,48,1,[3],3,0
15379,4,4,2,142,0,"[4, 4, 4, 3]",3,1
15381,3,2,1,85,0,"[3, 3]",3,1
15382,3,1,1,48,1,[3],3,0
15383,2,2,1,66,0,"[1, 1]",1,0
15384,4,4,1,162,0,"[3, 3, 3, 3]",3,1
15385,8,5,1,246,0,"[3, 3, 3, 3, 3]",3,1
15386,5,5,2,204,0,"[3, 3, 3, 1, 3]",3,1
15387,8,4,1,137,0,"[4, 4, 4, 4]",4,1
15388,2,2,1,66,0,"[1, 1]",1,0
15389,2,2,2,66,0,"[2, 4]",4,1
15390,20,16,3,645,0,"[1, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3]",3,1
15391,1,1,1,48,1,[3],3,0
15392,1,1,1,20,1,[3],3,0
15393,1,1,1,23,1,[3],3,0
15394,10,6,4,266,0,"[3, 1, 2, 4, 4, 4]",4,1
15395,10,8,1,342,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0
15396,4,1,1,62,1,[2],2,0
15397,12,11,1,471,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
15398,2,1,1,33,1,[3],3,0
15399,5,4,1,157,0,"[2, 2, 2, 2]",2,1
15400,4,3,1,99,0,"[1, 1, 1]",1,0
15401,1,1,1,48,1,[3],3,0
15402,8,5,3,209,0,"[4, 2, 1, 2, 1]",2,1
15403,16,14,3,526,0,"[1, 4, 1, 2, 4, 1, 1, 2, 4, 4, 1, 1, 4, 1]",1,0
15404,2,2,1,56,0,"[4, 4]",4,1
15405,5,5,3,204,0,"[1, 2, 1, 3, 2]",3,1
15407,4,4,2,127,0,"[4, 3, 4, 4]",3,1
15408,13,11,2,516,0,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]",2,1
15409,3,2,2,80,0,"[1, 2]",1,0
15410,1,1,1,43,1,[3],3,0
15411,7,5,2,229,0,"[4, 1, 4, 4, 4]",1,0
15412,1,1,1,38,1,[2],2,0
15413,2,2,1,100,0,"[2, 2]",2,1
15414,11,11,2,570,0,"[1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",4,1
15415,3,3,1,202,0,"[1, 1, 1]",1,0
15416,24,18,3,785,0,"[4, 4, 2, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4]",4,1
15417,12,12,3,521,0,"[1, 4, 2, 4, 4, 2, 2, 2, 2, 2, 2, 2]",4,1
15418,14,13,4,648,0,"[2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 4]",4,1
15419,13,9,3,414,0,"[1, 1, 1, 4, 2, 1, 2, 1, 2]",2,1
15420,3,3,3,121,0,"[1, 3, 4]",4,1
15421,1,1,1,62,1,[2],2,0
15422,7,5,2,213,0,"[1, 2, 2, 1, 2]",2,1
15423,4,3,1,124,0,"[3, 3, 3]",3,1
15424,5,4,2,166,0,"[3, 1, 1, 1]",3,1
15425,1,1,1,38,1,[1],1,0
15426,1,1,1,67,1,[2],2,0
15428,20,16,4,701,0,"[1, 2, 4, 1, 3, 3, 4, 1, 1, 3, 4, 1, 4, 1, 4, 4]",3,1
15429,1,1,1,33,1,[4],4,0
15430,16,11,1,398,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,1
15431,5,3,2,94,0,"[1, 3, 1]",3,1
15432,7,6,2,233,0,"[1, 4, 4, 1, 1, 4]",1,0
15433,11,10,4,428,0,"[2, 3, 4, 4, 4, 1, 3, 2, 3, 4]",3,1
15434,1,1,1,62,1,[2],2,0
15435,2,1,1,48,1,[3],3,0
15436,1,1,1,52,1,[2],2,0
15437,3,3,1,129,0,"[2, 2, 2]",2,1
15438,8,8,1,394,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0
15439,3,3,1,123,0,"[3, 3, 3]",3,1
15440,10,8,4,360,0,"[2, 4, 4, 3, 1, 2, 3, 2]",4,1
15441,5,5,3,198,0,"[1, 1, 2, 2, 4]",2,1
15442,1,1,1,33,1,[4],4,0
15443,3,2,1,86,0,"[2, 2]",2,1
15444,1,1,1,67,1,[2],2,0
15445,2,2,1,96,0,"[3, 3]",3,1
15446,4,3,1,138,0,"[1, 1, 1]",1,0
15447,4,4,3,171,0,"[2, 4, 4, 3]",4,1
15448,1,1,1,43,1,[1],1,0
15449,1,1,1,38,1,[2],2,0
15450,7,4,1,152,0,"[4, 4, 4, 4]",4,1
15451,2,2,2,95,0,"[2, 1]",1,0
15452,1,1,1,43,1,[4],4,0
15453,2,2,1,76,0,"[3, 3]",3,1
15454,5,4,2,166,0,"[2, 2, 4, 2]",4,1
15455,14,12,3,630,0,"[1, 3, 3, 3, 1, 1, 1, 3, 2, 3, 3, 3]",2,1
15456,5,3,3,123,0,"[1, 2, 4]",4,1
15457,2,1,1,28,1,[4],4,0
15458,17,14,2,575,0,"[3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1]",1,0
15459,10,10,3,493,0,"[2, 2, 2, 2, 1, 2, 2, 4, 2, 2]",2,1
15460,15,10,3,494,0,"[1, 1, 1, 1, 4, 1, 1, 2, 4, 1]",1,0
15461,3,2,2,80,0,"[2, 3]",3,1
15462,4,3,2,165,0,"[1, 3, 3]",3,1
15463,3,3,1,142,0,"[2, 2, 2]",2,1
15464,3,2,1,115,0,"[1, 1]",1,0
15465,2,2,1,100,0,"[2, 2]",2,1
15466,1,1,1,43,1,[1],1,0
15467,1,1,1,38,1,[4],4,0
15468,2,2,1,66,0,"[3, 3]",3,1
15469,11,11,3,456,0,"[4, 4, 4, 4, 4, 4, 1, 4, 2, 4, 2]",4,1
15470,4,3,2,138,0,"[2, 4, 2]",4,1
15472,2,1,1,52,1,[2],2,0
15473,1,1,1,48,1,[3],3,0
15474,37,30,3,1101,0,"[4, 4, 3, 4, 4, 4, 2, 2, 4, 4, 2, 4, 3, 4, 4, 2, 4, 4, 4, 3, 4, 3, 4, 2, 2, 2, 4, 4, 4, 4]",2,1
15475,1,1,1,33,1,[4],4,0
15476,3,3,1,186,0,"[2, 2, 2]",2,1
15477,4,3,1,104,0,"[4, 4, 4]",4,1
15478,2,1,1,38,1,[1],1,0
15479,13,9,2,387,0,"[4, 3, 3, 4, 4, 3, 3, 4, 4]",4,1
15480,4,4,2,152,0,"[1, 3, 1, 1]",1,0
15481,1,1,1,57,1,[2],2,0
15482,5,4,1,191,0,"[1, 1, 1, 1]",1,0
15483,1,1,1,33,1,[1],1,0
15484,3,3,2,134,0,"[2, 3, 2]",2,1
15485,10,7,2,353,0,"[4, 1, 1, 1, 1, 4, 4]",1,0
15486,2,2,2,80,0,"[3, 1]",1,0
15487,2,2,1,66,0,"[1, 1]",1,0
15489,1,1,1,38,1,[2],2,0
15490,6,6,1,300,0,"[1, 1, 1, 1, 1, 1]",1,0
15491,14,11,2,577,0,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",1,0
15492,7,7,3,336,0,"[1, 4, 4, 1, 3, 1, 1]",4,1
15493,4,4,3,152,0,"[1, 3, 3, 4]",4,1
15494,5,4,2,203,0,"[3, 1, 1, 1]",3,1
15495,1,1,1,33,1,[3],3,0
15496,3,2,1,61,0,"[1, 1]",1,0
15497,9,8,2,397,0,"[4, 1, 1, 4, 4, 4, 1, 1]",1,0
15498,1,1,1,38,1,[1],1,0
15500,38,28,4,1152,0,"[4, 4, 1, 4, 1, 4, 4, 1, 3, 3, 1, 3, 4, 4, 3, 4, 3, 2, 1, 4, 4, 1, 4, 4, 4, 1, 3, 3]",4,1
15501,1,1,1,38,1,[2],2,0
15503,1,1,1,57,1,[3],3,0
15504,2,2,1,71,0,"[1, 1]",1,0
15505,22,21,2,790,0,"[3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3]",4,1
15506,1,1,1,33,1,[4],4,0
15507,6,6,2,305,0,"[2, 4, 2, 4, 2, 2]",2,1
15508,3,3,2,94,0,"[1, 1, 3]",1,0
15509,1,1,1,57,1,[2],2,0
15510,15,14,3,627,0,"[1, 3, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2]",3,1
15511,1,1,1,50,1,[3],3,0
15512,3,2,1,96,0,"[3, 3]",3,1
15513,5,4,2,152,0,"[1, 4, 1, 1]",4,1
15514,6,3,2,148,0,"[3, 1, 1]",3,1
15515,6,5,2,190,0,"[4, 3, 4, 4, 4]",3,1
15517,8,6,2,218,0,"[1, 4, 1, 4, 4, 1]",1,0
15518,8,6,3,278,0,"[2, 3, 1, 1, 1, 2]",2,1
15520,8,5,2,165,0,"[3, 3, 4, 3, 3]",4,1
15521,10,8,1,395,0,"[2, 2, 2, 2, 2, 2, 2, 2]",2,1
15522,2,2,1,61,0,"[1, 1]",1,0
15523,1,1,1,43,1,[1],1,0
15524,1,1,1,38,1,[1],1,0
15525,3,3,2,114,0,"[3, 4, 3]",3,1
15526,9,8,4,359,0,"[3, 1, 1, 4, 3, 2, 2, 2]",4,1
15527,3,3,2,186,0,"[2, 1, 2]",2,1
15528,1,1,1,57,1,[2],2,0
15529,5,4,1,193,0,"[3, 3, 3, 3]",3,1
15530,2,2,1,120,0,"[1, 1]",1,0
15531,3,2,2,81,0,"[4, 2]",4,1
15532,3,3,1,114,0,"[1, 1, 1]",1,0
15533,1,1,1,57,1,[2],2,0
15534,6,6,2,243,0,"[1, 1, 1, 3, 1, 1]",3,1
15535,1,1,1,38,1,[1],1,0
15536,4,4,1,152,0,"[4, 4, 4, 4]",4,1
15537,4,3,1,162,0,"[1, 1, 1]",1,0
15538,5,3,2,142,0,"[1, 1, 3]",3,1
15539,5,3,1,109,0,"[4, 4, 4]",4,1
15540,12,11,2,516,0,"[1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1]",1,0
15541,4,3,3,152,0,"[3, 4, 2]",4,1
15542,23,17,3,656,0,"[3, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",3,1
15543,3,2,1,66,0,"[4, 4]",4,1
15544,1,1,1,33,1,[3],3,0
15545,13,12,2,532,0,"[4, 4, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",4,1
15546,4,3,1,138,0,"[3, 3, 3]",3,1
15547,36,29,4,1154,0,"[3, 3, 4, 1, 4, 4, 3, 4, 1, 2, 4, 3, 1, 4, 1, 4, 2, 4, 3, 4, 4, 1, 3, 2, 1, 4, 3, 3, 3]",4,1
15548,7,7,2,352,0,"[1, 2, 2, 1, 1, 1, 2]",2,1
15549,1,1,1,48,1,[3],3,0
15550,4,4,2,205,0,"[2, 1, 1, 1]",2,1
